Company,Model,Odometer reading,fuel,transmission,owner,mileage,engine,max_power,seats,Price
Mercedes,2008,120000,Diesel,Automatic,Second,14.84,2143,170,5,515000
Hyundai,2015,80000,Diesel,Manual,Second,19.67,1582,126.2,5,899000
Hyundai,2011,40736,Petrol,Automatic,First,16.95,1197,78.9,5,272000
Ford,2013,48000,Diesel,Manual,Second,21.7,1498,98.96,5,475000
Nissan,2014,100000,Petrol,Manual,First,19.49,1198,67.04,5,225000
Maruti,2013,60000,Petrol,Manual,Second,22.74,796,47.3,5,190000
Maruti,2019,20000,Petrol,Automatic,First,21.4,1197,83.1,5,600000
Nissan,2015,110000,Diesel,Manual,First,20.45,1461,83.8,5,1000000
Maruti,2016,40000,Petrol,Manual,First,22.74,796,47.3,5,300000
Tata,2011,50000,Diesel,Manual,First,19,1248,90,5,340000
Honda,2013,32000,Petrol,Manual,First,16.8,1497,116.3,5,500000
BMW,2011,42545,Diesel,Automatic,First,19.62,1998,190,5,1075000
Tata,2009,120000,Diesel,Manual,Second,17.88,1396,52.8,5,90000
Hyundai,2019,30000,Petrol,Manual,First,18.6,1197,81.86,5,750000
Hyundai,2014,40000,Petrol,Manual,First,17.43,1396,105.5,5,550000
Hyundai,2005,100000,Diesel,Manual,Third,13.1,1493,82,5,100000
Hyundai,2013,80000,Petrol,Manual,Second,21.1,814,55.2,5,200000
Toyota,2016,68089,Petrol,Automatic,First,19.16,2494,157.7,5,2000000
Tata,2011,120000,Diesel,Manual,Second,18.4,1248,75,5,180000
Tata,2018,75000,Petrol,Manual,First,20.3,1199,84,5,450000
BMW,2019,8500,Diesel,Automatic,First,16.78,1995,190,5,5500000
Maruti,2016,50000,Petrol,Manual,First,22.74,796,47.3,5,245000
Hyundai,2017,15000,Diesel,Manual,First,23.9,1582,126.2,5,800000
Maruti,2009,100000,Diesel,Manual,First,19.3,1248,73.9,5,360000
Toyota,2010,150000,Diesel,Manual,Second,11.5,2982,171,7,750000
Jaguar,2017,9000,Diesel,Automatic,First,13.6,1999,177,5,2711000
Hyundai,2008,120000,Petrol,Manual,Second,14.2,1341,82.9,5,110000
Honda,2015,80000,Diesel,Manual,Second,26,1498,98.6,5,611000
Maruti,2018,50000,Diesel,Manual,First,28.4,1248,74.02,5,650000
Maruti,2015,32000,Diesel,Manual,First,26.59,1248,74,5,615000
Chevrolet,2016,198000,Diesel,Manual,First,18.2,1248,73.74,8,500000
Nissan,2011,90000,Petrol,Manual,Second,18.06,1198,75,5,235000
Maruti,2019,5621,Petrol,Automatic,First,22,1197,81.8,5,650000
Chevrolet,2013,96272,Diesel,Manual,First,25.44,936,57.6,5,210000
Mahindra,2015,80000,Diesel,Manual,Second,15.4,2179,120,7,1050000
Tata,2011,120000,Diesel,Manual,First,23.03,1396,69,5,150000
Mahindra,2011,170000,Diesel,Manual,Second,21,1461,64.1,5,229999
Honda,2015,75000,Diesel,Manual,Second,25.8,1498,98.6,5,509999
Maruti,2016,50000,Petrol,Manual,First,22.74,796,47.3,5,270000
Maruti,2017,20000,Petrol,Automatic,First,20.51,998,67,5,430000
Honda,2014,90000,Diesel,Manual,First,26,1498,98.6,5,600000
Mahindra,2015,70000,Diesel,Manual,First,15.4,2179,120,7,1125000
Maruti,2007,78000,Petrol,Manual,Second,16.1,1298,88.2,5,170000
Toyota,2013,79328,Diesel,Manual,Second,12.99,2494,100.6,7,750000
Maruti,2000,70000,Petrol,Manual,Fourth,17.3,993,60,5,110000
Mercedes,2007,42000,Petrol,Automatic,First,11.74,1796,186,5,400000
Tata,2019,8079,Diesel,Manual,First,24.7,1047,69,5,900000
Chevrolet,2016,50000,Petrol,Manual,First,18.6,1199,76.8,5,210000
Datsun,2017,60000,Petrol,Manual,First,20.62,1198,67,7,300000
Mahindra,2017,50000,Diesel,Automatic,First,18.49,1493,100,7,660000
Honda,2010,58544,Petrol,Manual,Second,17.4,1497,117.3,5,350000
Mahindra,2011,122358,Diesel,Manual,First,12.05,2179,120,9,404000
Mitsubishi,2015,160000,Diesel,Manual,Second,13.5,2477,178,7,1250000
Honda,2008,90000,Petrol,Manual,Third,13.5,1799,130,5,375000
Mahindra,2012,210000,Diesel,Manual,First,17.21,1493,100,7,300000
Maruti,2012,68000,Diesel,Manual,First,23.4,1248,74,5,370000
Mahindra,2016,101000,Diesel,Manual,First,16.55,2498,105,6,630000
Maruti,2010,120000,Petrol,Manual,First,20.92,998,67.1,5,148000
Mahindra,2015,156975,Diesel,Manual,First,15.96,2523,62.1,9,459999
Maruti,2016,32000,Petrol,Manual,First,24.7,796,47.3,5,315000
Tata,2012,80000,Diesel,Manual,First,17,1405,70,5,300000
Hyundai,2019,3500,Petrol,Automatic,First,18.15,998,118.35,5,1125000
Chevrolet,2013,56315,Diesel,Manual,First,25.44,936,57.6,5,175000
Maruti,2017,100000,Diesel,Manual,First,24.52,1248,88.5,7,750000
Renault,2013,120000,Diesel,Manual,First,21.64,1461,84.8,5,434999
Maruti,2005,96000,Petrol,Manual,Fourth,16.1,796,37,4,40000
Hyundai,2012,40000,Petrol,Manual,First,21.1,814,55.2,5,170000
Honda,2006,140000,Petrol,Manual,Third,17.7,1497,78,5,150000
Maruti,2010,60000,Petrol,Manual,Second,17.5,1197,85.8,5,300000
Maruti,2019,38000,Diesel,Automatic,First,28.4,1248,74,5,740000
Hyundai,2009,35000,Petrol,Manual,First,19.81,1086,68.05,5,160000
Maruti,2017,32000,Diesel,Manual,First,24.3,1248,88.5,5,775000
BMW,2012,50000,Diesel,Automatic,First,16.09,1995,184,5,1800000
Hyundai,2016,80000,Diesel,Manual,First,19.67,1582,126.2,5,1050000
Maruti,2015,50000,Petrol,Manual,First,20.4,1197,83.11,5,400000
Volkswagen,2012,150000,Diesel,Manual,Second,20.54,1598,103.6,5,300000
Hyundai,2018,15000,Petrol,Manual,First,15.8,1591,121.3,5,1405000
Tata,2011,90000,Diesel,Manual,First,18.8,1248,90,5,190000
Chevrolet,2016,80000,Diesel,Manual,First,18.2,1248,73.74,8,490000
Toyota,2015,94385,Diesel,Manual,First,12.99,2494,100.6,8,1350000
Jaguar,2017,9000,Diesel,Automatic,First,13.6,1999,177,5,2625000
Hyundai,2010,80000,Petrol,Manual,Third,19.81,1086,68.05,5,131000
Hyundai,2010,110000,Diesel,Manual,Second,16.2,1493,110,5,260000
Maruti,2017,25000,Petrol,Manual,First,22,1197,81.8,5,625000
Tata,2017,10000,Petrol,Manual,First,20.3,1199,84,5,550000
Maruti,2019,10000,CNG,Manual,Second,33.44,796,40.3,4,330000
Ford,2016,155201,Diesel,Manual,First,26.1,1498,99.23,5,600000
Hyundai,2017,10000,Petrol,Automatic,First,18.9,1197,81.86,5,550000
Tata,2018,142000,Diesel,Manual,First,14.1,2179,147.94,5,875000
Toyota,2010,151000,Diesel,Manual,Second,11.5,2982,171,7,800000
Maruti,2010,135000,Diesel,Manual,Second,17.8,1248,75,5,300000
Maruti,2013,120000,Diesel,Manual,First,22.9,1248,74,5,390000
Chevrolet,2012,40000,Petrol,Manual,Second,18.6,1199,79.4,5,124000
BMW,2019,7500,Diesel,Automatic,First,16.78,1995,190,5,5400000
Maruti,2004,18000,Petrol,Manual,Second,16.1,796,37,4,50000
Toyota,2012,100000,Petrol,Automatic,First,14.53,1794,138.1,5,550000
Maruti,2005,49455,Petrol,Manual,First,19.7,796,46.3,5,180000
Maruti,2015,48000,Petrol,Manual,First,24.7,796,47.3,5,265000
Maruti,2018,38817,Diesel,Manual,First,27.39,1248,74,5,740000
Mercedes,2011,74000,Diesel,Automatic,First,10,2148,170,5,1600000
Maruti,2018,20000,Diesel,Manual,First,28.09,1248,88.5,5,889000
Maruti,2016,36000,Petrol,Manual,First,20.85,1197,83.14,5,620000
Honda,2019,7032,Petrol,Automatic,First,19,1199,88.76,5,779000
Maruti,2016,60000,Diesel,Manual,Second,26.59,1248,74,5,550000
Chevrolet,2011,110000,Petrol,Manual,Second,18,995,62,5,130000
Hyundai,2011,100000,Petrol,Manual,Third,20.36,1197,78.9,5,215000
Maruti,2016,40000,Diesel,Manual,First,28.09,1248,88.5,5,640000
Toyota,2010,129000,Diesel,Manual,First,12.8,2494,102,8,425000
Tata,2015,25000,Diesel,Manual,First,22.95,1248,74,5,475000
Maruti,2008,70000,Petrol,Manual,Fourth,19.7,796,35,8,160000
Maruti,2015,40000,Petrol,Manual,First,22.74,796,47.3,5,270000
Mahindra,2018,15000,Diesel,Manual,Second,16.55,2498,105,6,850000
Maruti,2019,10000,Petrol,Manual,First,23.95,998,67.05,5,399000
Hyundai,2012,120000,Petrol,Manual,First,18.5,1197,82.85,5,300000
Maruti,2018,25000,Petrol,Manual,First,20.73,1373,91.1,5,764000
Hyundai,2012,40000,Diesel,Manual,Second,23,1396,90,5,330000
Honda,2014,40000,Diesel,Manual,Second,24.2,1498,98.6,7,600000
Hyundai,2018,28451,Petrol,Manual,First,18.6,1197,81.83,5,700000
Hyundai,2008,93331,Petrol,Manual,Second,19.81,1086,68.05,5,120000
Honda,2014,97000,Diesel,Manual,First,26,1498,98.6,5,580000
Hyundai,2010,55000,Petrol,Manual,Second,19.81,1086,68.05,5,180000
Honda,2012,40000,Petrol,Manual,Second,16.8,1497,116.3,5,560000
Mahindra,2016,30000,Diesel,Manual,First,15.4,2179,120,7,1250000
Fiat,2010,40000,Petrol,Manual,Second,16,1368,90,5,125000
Honda,2016,68000,Diesel,Manual,First,27.3,1498,98.6,5,425000
Maruti,2016,35000,Petrol,Manual,First,16.8,796,34.2,8,220000
Maruti,2016,50000,Diesel,Manual,First,24.52,1248,88.5,7,900000
Maruti,2017,43000,Diesel,Manual,First,28.4,1248,74.02,5,625000
Ford,2011,40000,Diesel,Manual,Second,20,1399,68,5,229999
Chevrolet,2012,70000,Diesel,Manual,Second,25.44,936,57.6,5,200000
Honda,2012,45000,Petrol,Manual,First,18.5,1198,86.8,5,385000
Toyota,2018,46000,Diesel,Manual,First,14.24,2755,174.5,7,2900000
Maruti,2017,50000,Petrol,Manual,First,20.85,1197,83.14,5,550000
Ford,2013,90000,Diesel,Manual,Second,20,1399,68.1,5,310000
Maruti,2017,40000,Diesel,Manual,First,28.4,1248,74.02,5,740000
Hyundai,2017,56290,Diesel,Manual,First,24,1186,73.97,5,450000
Skoda,2012,145000,Diesel,Manual,First,20.5,1598,103.5,5,380000
Honda,2005,80000,Petrol,Automatic,Second,9,2997,218,5,285000
Toyota,2011,500000,Diesel,Manual,Second,12.99,2494,100.57,7,350000
Hyundai,2007,90000,Petrol,Manual,Third,17.8,1086,63,5,165000
Tata,2008,80000,Diesel,Manual,Second,17.2,1396,53.5,5,67000
Maruti,2020,5000,Petrol,Manual,First,21.21,1197,81.8,5,600000
Maruti,2011,60000,Diesel,Manual,Second,19.3,1248,73.9,5,500000
Maruti,2018,35000,Diesel,Manual,First,24.52,1248,88.5,7,900000
Ford,2019,20000,Diesel,Manual,First,23,1498,98.96,5,1145000
Maruti,2004,50000,Petrol,Manual,Third,16.1,796,37,4,55000
Maruti,2012,110000,Diesel,Manual,Third,22.9,1248,74,5,300000
Audi,2017,22000,Diesel,Automatic,First,15.73,1968,174.33,5,2825000
Maruti,2019,10000,CNG,Manual,Second,33.44,796,40.3,4,330000
BMW,2019,8500,Diesel,Automatic,First,16.78,1995,190,5,5500000
Mahindra,2010,146000,Diesel,Manual,Fourth,14,2498,112,7,245000
Mahindra,2008,219000,Diesel,Manual,Second,13.6,2523,63,7,305000
Maruti,2005,90000,Petrol,Manual,Second,18.9,998,67.1,5,89000
Maruti,2016,52000,Diesel,Manual,First,23.65,1248,88.5,5,675000
Audi,2014,44000,Diesel,Automatic,Second,16.55,1968,147.51,5,1600000
Maruti,2011,55403,Petrol,Manual,First,18.6,1197,85.8,5,277000
Chevrolet,2009,30000,Petrol,Manual,First,18,995,62,5,145000
Hyundai,2019,5000,Petrol,Manual,First,18.6,1197,81.86,5,630000
Renault,2017,120000,Diesel,Manual,First,19.87,1461,83.8,5,650000
Tata,2010,42000,Diesel,Manual,First,23.03,1396,69,5,320000
Volkswagen,2012,70000,Diesel,Manual,Fourth,22.07,1199,73.9,5,229999
Tata,2017,35000,Diesel,Manual,First,17.6,2179,153.86,7,1251000
Ford,2018,40000,Diesel,Manual,First,23,1498,98.96,5,950000
Audi,2016,46000,Diesel,Automatic,First,18.25,1968,187.74,5,1898999
Maruti,2007,100000,Petrol,Manual,Third,18.9,1061,67,5,125000
Tata,2012,90000,Diesel,Manual,First,23.03,1396,69,5,220000
Hyundai,2014,147000,Petrol,Manual,Second,18.6,1197,81.83,5,400000
Mahindra,2015,41000,Diesel,Manual,First,15.1,2179,140,7,944999
Maruti,2014,80000,Diesel,Manual,Second,25.2,1248,74,5,430000
Toyota,2014,60000,Diesel,Manual,Second,12.99,2494,100.6,7,1019999
Toyota,2009,217000,Diesel,Manual,Fourth,12.8,2494,102,8,525000
Maruti,2014,90000,Diesel,Manual,Second,22.9,1248,74,5,390000
Toyota,2010,60000,Petrol,Manual,Second,14.53,1798,138,5,350000
Maruti,2016,108000,Diesel,Manual,First,23.65,1248,88.5,5,675000
Toyota,2009,170000,Diesel,Manual,Third,12.8,2494,102,8,561000
Jaguar,2017,45000,Diesel,Automatic,First,19.33,1999,177,5,3200000
Tata,2019,25000,Diesel,Manual,First,17,1956,138.1,5,1630000
Nissan,2012,112072,Diesel,Manual,First,21.64,1461,84.8,5,290000
Maruti,2015,15000,Diesel,Manual,First,23.65,1248,88.5,5,800000
Mahindra,2007,110000,Diesel,Manual,Third,13.6,2523,63,7,245000
Toyota,2010,80000,Petrol,Manual,Second,12.5,1794,132,5,350000
Maruti,2016,81000,Diesel,Manual,Second,28.09,1248,88.5,5,650000
Hyundai,2017,56290,Diesel,Manual,First,24,1186,73.97,5,450000
Hyundai,2012,72000,Diesel,Manual,Second,22.32,1582,126.32,5,450000
Maruti,2016,70000,Diesel,Manual,First,24.3,1248,88.5,5,750000
Tata,2013,25000,Diesel,Manual,First,23.57,1396,70,5,290000
Maruti,2013,90000,CNG,Manual,First,26.6,998,58.16,5,211000
Jaguar,2017,9000,Diesel,Automatic,First,13.6,1999,177,5,2711000
Jeep,2017,15000,Diesel,Manual,First,17.1,1956,170,5,1515000
Hyundai,2018,42000,Petrol,Automatic,First,18.6,1368,98.63,5,700000
Maruti,2015,49907,Petrol,Manual,First,21.63,998,67.04,5,400000
Maruti,2011,90000,Petrol,Manual,Second,19,998,66.1,5,220000
BMW,2018,29500,Diesel,Automatic,First,22.48,1995,187.74,5,3790000
Ford,2018,25000,Petrol,Manual,First,18.16,1196,86.8,5,700000
Toyota,2017,50000,Diesel,Automatic,First,11.36,2755,171.5,7,2175000
Maruti,2005,150000,Petrol,Manual,Second,19.7,796,46.3,5,85000
Hyundai,2020,1000,Petrol,Manual,First,20.3,1086,68.07,5,500000
Maruti,2013,63000,Diesel,Manual,First,23.4,1248,74,5,430000
Maruti,2012,50000,Petrol,Manual,First,20.92,998,67.1,5,229999
Chevrolet,2011,60000,Petrol,Manual,Second,14.49,1399,92.7,5,130000
Mahindra,2008,78000,Diesel,Manual,First,15.4,1997,120,7,450000
Honda,2015,48228,Petrol,Manual,First,18.7,1199,88.7,5,671000
Maruti,2012,70000,Petrol,Manual,Second,19.7,796,46.3,5,180000
Hyundai,2012,95000,Petrol,Manual,First,16.3,1797,147.5,5,550000
Jaguar,2017,45000,Diesel,Automatic,First,19.33,1999,177,5,3200000
Hyundai,2019,10000,Petrol,Manual,First,18.6,1197,81.86,5,600000
Maruti,2019,20000,Petrol,Automatic,First,20.89,1197,81.8,5,525000
Maruti,2017,110000,Diesel,Manual,First,25.2,1248,74,5,640000
Toyota,2013,79328,Diesel,Manual,Second,12.99,2494,100.6,7,750000
Mahindra,2017,67000,Diesel,Manual,Second,18.49,1493,100,7,660000
Nissan,2017,26000,Petrol,Automatic,First,19.34,1198,76,5,500000
Mahindra,2014,100000,Diesel,Manual,First,15.1,2179,140,7,810000
Toyota,2003,70000,Petrol,Manual,Second,13.4,1794,125,5,145000
Hyundai,2014,50000,Diesel,Manual,First,22.54,1396,88.73,5,420000
Maruti,2012,62000,Petrol,Manual,First,14,796,35,5,160000
Toyota,2009,100000,Petrol,Manual,Second,14.53,1798,138.1,5,300000
Maruti,2015,33000,Petrol,Manual,First,20.73,1373,91.1,5,610000
Volkswagen,2008,120000,Diesel,Automatic,First,14.3,1968,140,5,585000
Hyundai,2018,7800,Petrol,Manual,First,20.3,1086,68,5,475000
Toyota,2016,68089,Petrol,Automatic,First,19.16,2494,157.7,5,2000000
Maruti,2018,10300,Petrol,Manual,First,23.95,998,67.05,5,390000
Maruti,1998,40000,Petrol,Manual,Second,17.3,993,60,5,70000
Chevrolet,2015,120000,Diesel,Manual,First,18.2,1248,73.8,8,370000
Hyundai,2012,41000,Petrol,Manual,Second,20.36,1197,78.9,5,300000
Maruti,2017,40000,Diesel,Manual,First,26.59,1248,74,5,635000
Renault,2019,5000,Petrol,Manual,First,20,999,72,7,675000
BMW,2018,27000,Diesel,Automatic,First,17.05,1995,184,5,2850000
Maruti,2011,72000,Diesel,Manual,First,22.9,1248,74,5,400000
Tata,2012,120000,Diesel,Manual,Second,19.09,1396,69,5,204999
Maruti,2009,70000,Petrol,Manual,Second,18.9,1061,67,5,120000
Maruti,2017,40000,Petrol,Manual,First,16.8,796,34.2,8,220000
Maruti,2015,110000,Diesel,Manual,First,26.59,1248,74,5,470000
Mercedes,2018,6000,Diesel,Automatic,First,17.9,2143,170,5,4600000
Toyota,2016,68089,Petrol,Automatic,First,19.16,2494,157.7,5,2000000
Maruti,2016,90150,Diesel,Manual,First,24.3,1248,88.5,5,919999
Mahindra,2018,70000,Diesel,Manual,First,18.49,2179,120,9,600000
Maruti,2016,71000,Diesel,Manual,First,27.39,1248,74,5,710000
Datsun,2016,16500,Petrol,Manual,First,20.63,1198,67,5,350000
Hyundai,2015,20000,Petrol,Manual,First,19.81,1086,68.05,5,350000
Tata,2014,120000,Diesel,Manual,First,19.1,1405,70,5,250000
Maruti,2018,69779,Petrol,Automatic,First,22,1197,81.8,5,600000
Hyundai,2016,23000,Diesel,Manual,First,24,1120,70,5,610000
Honda,2017,127991,Diesel,Manual,First,25.5,1498,98.6,5,675000
Hyundai,2018,10000,Petrol,Manual,First,18.9,1197,81.86,5,590000
Maruti,2009,110000,Petrol,Manual,Second,18.2,1061,64,5,120000
Ford,2009,70000,Diesel,Manual,Third,10.9,2499,143,7,480000
BMW,2019,7500,Diesel,Automatic,First,16.78,1995,190,5,5400000
Chevrolet,2007,30000,Petrol,Manual,Second,14.7,1150,76,5,65000
Toyota,2017,25538,Petrol,Manual,First,16.78,1496,88.73,5,625000
Tata,2014,291977,Diesel,Manual,First,14,2179,138.1,7,500000
Datsun,2018,25000,Petrol,Manual,First,22.7,799,53.64,5,217000
Maruti,2017,30000,Diesel,Manual,First,25.2,1248,74,5,590000
Tata,2012,80000,Diesel,Manual,Fourth,19.09,1396,69,5,140000
Maruti,2015,20000,Petrol,Manual,Third,22.74,796,47.3,5,170000
Maruti,2018,38817,Diesel,Manual,First,27.39,1248,74,5,740000
Mahindra,2018,25000,Diesel,Manual,First,16.55,2498,105,6,875000
Mercedes,2016,35000,Diesel,Automatic,First,15,2143,204,5,2700000
Maruti,2016,35000,CNG,Manual,Second,26.6,998,58.16,5,310000
Maruti,2016,10000,Petrol,Automatic,First,23.1,998,67.04,5,434999
Hyundai,2018,20000,Petrol,Manual,First,18.6,1197,81.83,5,801000
Hyundai,2015,35000,Petrol,Manual,Second,18.6,1197,81.83,5,430000
Honda,2018,8576,Petrol,Manual,First,18.7,1199,88.7,5,680000
Maruti,2013,60000,Diesel,Manual,First,20.77,1248,88.8,7,600000
Volkswagen,2014,120000,Diesel,Manual,Second,20.14,1498,88.8,5,391000
Honda,2018,30000,Diesel,Manual,First,25.5,1498,98.6,5,834000
Maruti,2017,110000,CNG,Manual,First,26.6,998,58.16,5,400000
Volkswagen,2016,40000,Petrol,Manual,Second,16.2,1199,74,5,385000
Skoda,2013,90000,Diesel,Manual,Second,20.5,1598,103.5,5,380000
Mahindra,2014,24000,Diesel,Manual,First,16.55,2498,105,6,700000
Mahindra,2012,120000,Diesel,Manual,Second,12.05,2179,120,9,450000
Audi,2014,60000,Diesel,Automatic,First,17.68,1968,174.33,5,2200000
Maruti,2019,10000,Petrol,Automatic,First,21.21,1197,81.8,5,610000
Volvo,2019,20000,Diesel,Automatic,First,18,1969,190,5,3800000
Hyundai,2010,60000,Petrol,Manual,First,18.5,1197,80,5,270000
Toyota,2016,68089,Petrol,Automatic,First,19.16,2494,157.7,5,2000000
Honda,2017,30400,Petrol,Manual,First,18.5,1198,86.8,5,480000
Toyota,2011,121941,Diesel,Manual,First,12.8,2494,102,8,500000
,,,,,,,,,,
Tata,2016,60000,Diesel,Manual,Second,14.1,2179,148,7,650000
Tata,2017,120000,Petrol,Manual,First,17.57,1193,88.7,5,550000
Renault,2017,60000,Petrol,Manual,First,25.17,799,53.3,5,300000
Maruti,2016,26000,Petrol,Manual,Second,20.51,998,67.04,5,385000
Tata,2012,120000,Diesel,Manual,Fourth,15.3,2956,83.8,7,250999
Maruti,2013,97000,Diesel,Manual,First,22.9,1248,74,5,360000
Mahindra,2012,110000,Diesel,Manual,Second,15.96,2523,63,9,340000
Tata,2013,120000,Diesel,Manual,Second,17.88,1405,48.21,5,170000
Renault,2018,25000,Petrol,Manual,First,23.01,999,67,5,350000
Chevrolet,2007,60000,Petrol,Manual,Second,18,995,62,5,90000
Skoda,2016,88000,Diesel,Automatic,First,21.66,1498,103.52,5,675000
BMW,2019,7500,Diesel,Automatic,First,16.78,1995,190,5,5400000
Maruti,2012,90000,Petrol,Manual,First,20.92,998,67.1,5,250000
Renault,2017,50000,Diesel,Manual,First,19.87,1461,83.8,5,819999
Maruti,2014,84000,Diesel,Manual,First,23.4,1248,74,5,500000
Maruti,2017,70000,Diesel,Manual,First,27.39,1248,74,5,800000
Hyundai,2013,37000,Petrol,Manual,First,20.36,1197,78.9,5,291000
Maruti,2017,50000,Petrol,Automatic,First,20.51,998,67,5,350000
Maruti,2012,58400,Diesel,Manual,Second,19.3,1248,73.9,5,400000
Tata,2007,110000,Diesel,Manual,Second,17.2,1396,53.5,5,70000
Maruti,1999,100000,Petrol,Manual,Third,16.1,796,37,4,40000
Mahindra,2014,60000,Diesel,Manual,Second,15.1,2179,140,7,800000
Toyota,2014,120000,Diesel,Manual,First,12.99,2494,100.6,8,1100000
Maruti,2016,22947,Petrol,Manual,First,20.4,1197,81.8,5,500000
Toyota,2012,159000,Diesel,Manual,Second,12.8,2494,102,7,725000
Maruti,2012,60000,Petrol,Manual,Second,19.7,796,46.3,5,185000
Hyundai,2014,25000,Petrol,Manual,First,20.36,1197,78.9,5,351000
Hyundai,2015,50000,Diesel,Manual,Second,21.19,1396,88.73,5,610000
Mahindra,2016,130000,Diesel,Manual,First,17.45,1493,100,7,650000
Mahindra,2018,20000,Diesel,Automatic,First,16,2179,138,7,1500000
Tata,2008,120000,Diesel,Manual,Third,17.5,1396,70,5,50000
Maruti,2006,100000,Petrol,Manual,Second,19.7,796,46.3,5,120000
Hyundai,2005,79000,Diesel,Manual,Second,13.1,1493,82,5,130000
Mahindra,2011,218000,Diesel,Manual,First,21,1461,64.1,5,180000
Tata,2010,120000,Diesel,Manual,Fourth,13.93,2179,138.03,7,400000
Volkswagen,2011,120000,Diesel,Manual,Third,22.07,1199,73.9,5,254999
Tata,2016,24177,Petrol,Manual,First,17.57,1193,88.7,5,400000
Maruti,2016,80000,Diesel,Manual,First,24.52,1248,88.5,7,750000
Hyundai,2018,2388,Petrol,Manual,First,18.6,1197,81.83,5,730000
Hyundai,2013,75000,Petrol,Manual,Third,18.9,1197,82,5,300000
Maruti,1999,60000,Petrol,Manual,Fourth,17.3,993,60,5,50000
Maruti,2009,90000,Petrol,Manual,Third,17.5,1298,85.8,5,190000
Maruti,2017,25000,Petrol,Manual,First,24.7,796,47.3,5,268000
Hyundai,2014,83000,Diesel,Manual,Second,22.54,1396,88.73,5,475000
Maruti,2009,90000,Petrol,Manual,Fourth,19.7,796,35,8,101000
Tata,2012,110000,Diesel,Manual,First,22.3,1248,74,5,150000
Tata,2017,104000,Petrol,Manual,First,15.64,1193,64.1,5,362000
Hyundai,2017,30000,Petrol,Manual,First,18.6,1197,81.83,5,700000
Mahindra,2018,10000,Diesel,Manual,First,23.5,909,45,8,500000
Tata,2011,58000,Diesel,Manual,Second,13.93,2179,138.1,7,350000
Maruti,2013,110000,Diesel,Manual,Third,20.77,1248,88.76,7,480000
Tata,2013,135000,Diesel,Manual,Second,19.4,1405,70,5,210000
Tata,2010,100000,Diesel,Manual,Second,18,1248,75,5,111000
Maruti,2018,23712,Diesel,Manual,First,28.09,1248,88.5,5,925000
Honda,2006,70000,Petrol,Manual,Second,17.7,1497,78,5,270000
Maruti,2013,110000,Diesel,Manual,First,20.77,1248,88.76,7,497000
Tata,2010,29000,Petrol,Manual,First,16.5,1172,65,5,150000
